user_id,name,surname,email,birth_date,nationality,marital_status,sex,height,weight,phone,country,city,state,zip_code,latitude,longitude,job_title,salary,salary_currency,employment_status,company_name,company_size,years_experience,job_satisfaction,work_from_home_days,commute_time_minutes,vacation_days,start_date,education_level,field_of_study,university,graduation_year,student_debt,gpa,blood_type,has_insurance,is_smoker,last_medical_check,bmi,bmi_category,weekly_exercise_hours,alcohol_consumption,diet_type,sleep_hours,chronic_conditions,allergies,number_of_children,dependents,living_with_parents,household_size,spouse_employed,annual_household_income,credit_score,housing_cost,food_expenses,transportation_cost,debt_amount,savings,investment_portfolio_value,monthly_disposable_income,has_mortgage
1830,Leif,Casey,leif.casey31@outlook.com,1996-06-14,Sweden,Married,Male,150,83,+46 71 727 430,Sweden,Vallentuna,Stockholm,186 55,59.5344,18.0776,Engineer,4650.0,USD,Full-time,Worley,Medium (51-500),10,Satisfied,3,117,30,2016-07-12,Technical,Engineering,Technical Institute,2016.0,0.0,,A-,Yes,No,2025-10-07,36.9,Obese,5,Moderate,Keto,7.2,None,None,0,0,No,2,Yes,97076.48,650,1884.3,624.08,260.49,3186.38,12544.33,11212.89,1881.13,Yes
1831,Eloisa,Tapia,eloisa.tapia68@yahoo.com,2005-06-12,Chile,Single,Male,185,98,+56 9 6830 1294,Chile,Vilcún,Región de la Araucanía,4880000,-38.7047,-72.1136,Teacher,2420.0,USD,Part-time,Kumon,Large (501-5000),0,Satisfied,4,25,20,2026-07-10,Bachelor,Education,Harvard,2027.0,7983.37,3.43,B+,Yes,No,2025-12-19,28.6,Overweight,7,Moderate,Mediterranean,7.2,None,Dust,0,0,Yes,3,Not Married,29852.22,617,571.88,326.15,237.42,1577.91,14023.24,7567.18,1284.55,No
1832,Jutta,Riley,jutta.riley65@yahoo.com,1972-11-27,Australia,Married,Female,160,69,+61 45 682 127,Australia,Pierces Creek,Australian Capital Territory,2611,-35.3497,148.9986,Farmer,4366.0,USD,Contract,John Deere Ibérica,Large (501-5000),33,Very Satisfied,4,30,33,1993-07-18,No degree,,,,0.0,,O-,Yes,Yes,2026-05-09,27.0,Overweight,2,Low,Omnivore,7.8,None,None,4,4,No,6,No,52652.77,730,1259.83,686.52,301.07,786.02,21952.37,18889.55,2118.58,No
1833,Gabriela,Sanchez,gabriela.sanchez5@gmail.com,1972-08-14,Argentina,Widowed,Female,150,63,+54 9 11 6396-2149,Argentina,"LA BANDA (R. DE LA FRONTERA, DPTO. ROSARIO DE LA FRONTERA)",Salta,K4190GYW,-25.8,-65.0333,Farmer,3142.0,USD,Full-time,John Deere Ibérica,Large (501-5000),31,Very Satisfied,4,39,34,1995-07-18,No degree,,,,0.0,,B-,Yes,Yes,2025-11-03,28.0,Overweight,1,Low,Omnivore,6.8,None,Dust,1,1,No,2,Not Married,38744.99,738,1173.38,472.61,308.63,2824.21,8743.45,12468.82,1187.38,Yes
1834,Joshua,Fleming,joshua.fleming72@outlook.com,1967-12-13,Sweden,Single,Female,150,61,+46 77 969 160,Sweden,Vallentuna,Stockholm,186 96,59.5344,18.0776,Developer,7294.0,USD,Contract,Slack Technologies,Medium (51-500),35,Satisfied,1,26,31,1991-07-19,Bachelor,Computer Science,Harvard,1990.0,18344.94,2.52,A-,Yes,No,2026-02-13,27.1,Overweight,2,None,Mediterranean,7.4,None,Pollen,2,2,No,3,Not Married,79454.34,713,2474.93,1152.97,368.04,9018.81,34302.01,88570.27,3298.07,Yes
1835,Fanuco,Ortega,fanuco.ortega75@gmail.com,1974-05-05,Spain,Divorced,Male,170,118,+34 625 480 846,Spain,Los Pichiriches,Andalucia,04211,37.0233,-2.3745,Scientist,9996.0,USD,Freelance,Illumina Spain,Medium (51-500),20,Very Satisfied,5,48,31,2006-07-15,PhD,Science,Yale,2002.0,59612.99,3.9,A+,Yes,Yes,2026-04-24,40.8,Obese,0,High,Omnivore,6.0,Hypertension,"Food, Medication",2,2,No,3,Not Married,123857.71,715,2527.13,1129.89,591.47,3705.23,33115.42,47958.45,5747.51,No
1836,Kazuko,Moody,kazuko.moody40@yahoo.com,1975-07-17,Russia,Married,Female,175,72,+7 999 424-87-14,Russia,Дукмасов,Адыгея Республика,385447,45.0061,39.9181,Engineer,7008.0,USD,Full-time,Arup,Large (501-5000),28,Neutral,0,100,34,1998-07-17,Technical,Engineering,Community College,1996.0,0.0,,A-,Yes,No,2025-07-10,23.5,Normal,5,Moderate,Vegetarian,7.6,None,None,3,3,No,5,Yes,160960.02,737,1758.68,1058.42,383.39,582.93,33509.13,50179.36,3807.51,No
1837,Rocío,Navarro,rocío.navarro37@outlook.com,1991-07-25,Spain,Single,Female,183,78,+34 660 572 807,Spain,Carboneras,Andalucia,04140,36.9994,-1.8941,Artist,3074.0,USD,Full-time,Netflix Animation,Large (501-5000),15,Unsatisfied,0,114,27,2011-07-14,High School,Arts,Local High School,2010.0,0.0,3.82,A-,Yes,No,2024-12-25,23.3,Normal,10,Low,Mediterranean,7.7,None,None,0,0,No,1,Not Married,37115.2,737,835.3,316.0,205.89,2448.03,16983.92,40918.62,1716.81,Yes
1838,Baptiste,Sabetta,baptiste.sabetta68@gmail.com,1979-12-24,Italy,Separated,Female,189,52,+39 362 841 9842,Italy,Alfedena,Abruzzi,67030,41.7354,14.035,Farmer,3617.0,USD,Full-time,Rijk Zwaan,Medium (51-500),27,Very Satisfied,4,10,32,1999-07-17,No degree,,,,0.0,,O+,Yes,Yes,2026-05-20,14.6,Underweight,10,None,Mediterranean,8.6,Asthma,Pollen,2,2,No,4,Yes,84381.81,795,1293.96,626.52,211.39,122.95,11534.53,9109.83,1485.13,Yes
1839,Marylyn,Fry,marylyn.fry34@yahoo.com,1967-09-12,Ukraine,Separated,Female,163,82,+380 65 782 5215,Ukraine,Мельники,Cherkaska,19043,50.7957,31.8479,Farmer,4800.0,USD,Full-time,Finca Moncloa,Small (1-50),40,Satisfied,5,113,31,1986-07-20,No degree,,,,0.0,,O+,Yes,No,2026-05-22,30.9,Obese,0,None,Omnivore,7.9,None,None,2,2,No,4,Yes,112775.87,805,1623.69,657.3,552.45,1508.19,10195.64,23657.39,1966.56,No
1840,Ellyn,Peters,ellyn.peters8@yahoo.com,1987-09-15,Netherlands,Single,Female,199,102,+31 6 942 9969,Netherlands,Schoonebeek,Drenthe,9496 GT,52.6645,6.8833,Engineer,5385.0,USD,Full-time,Schneider Electric,Enterprise (5000+),13,Very Satisfied,3,0,23,2013-07-13,Technical,Engineering,Technical Institute,2008.0,0.0,,B+,Yes,Yes,2024-09-25,25.8,Overweight,2,High,Vegetarian,7.5,None,Medication,0,0,No,1,Not Married,58900.35,634,1756.57,905.9,540.97,210.12,12476.8,18053.63,2181.55,Yes
1841,Maisha,Blackburn,maisha.blackburn23@yahoo.com,1979-10-11,Australia,Single,Female,192,101,+61 494 217 292,Australia,Hmas Harman,Australian Capital Territory,2600,-35.307,149.139,Teacher,5557.0,USD,Full-time,EF Education First,Large (501-5000),23,Very Satisfied,5,25,33,2003-07-16,Bachelor,Education,Harvard,2002.0,21345.69,2.45,B+,Yes,Yes,2025-10-16,27.4,Overweight,6,Moderate,Mediterranean,8.3,None,None,0,0,No,1,Not Married,66790.55,689,1573.87,722.25,557.23,4479.17,21691.85,34961.07,2703.65,No
1842,Karoline,Schwartz,karoline.schwartz50@yahoo.com,1968-01-29,Singapore,Married,Female,156,85,+65 91830 6540,Singapore,Park Street,Park Street,018929,1.275,103.8552,Artist,4803.0,USD,Full-time,DreamWorks Animation,Large (501-5000),37,Satisfied,3,64,31,1989-07-19,High School,Arts,Local High School,1986.0,0.0,2.72,A+,Yes,Yes,2025-10-07,34.9,Obese,4,Low,Mediterranean,7.3,None,None,0,0,No,2,No,57753.64,780,1428.21,587.61,539.35,2886.04,20387.31,34785.29,2247.82,No
1843,Federico,Cazares,federico.cazares94@yahoo.com,1971-08-10,United States,Married,Male,160,66,+1 909-448-9720,United States,Eielson Afb,Alaska,99702,64.6735,-147.0805,Doctor,9520.0,USD,Full-time,Massachusetts General Hospital,Large (501-5000),25,Satisfied,1,23,35,2001-07-16,PhD,Medicine,University of Chicago,2000.0,54654.4,3.48,O+,Yes,No,2026-02-19,25.8,Overweight,4,Moderate,Omnivore,8.4,None,Pollen,2,2,No,4,Yes,220562.69,715,2674.36,1519.26,678.65,11006.79,53094.84,35325.41,4647.72,Yes
1844,Alicia,Cabrera,alicia.cabrera37@yahoo.com,1992-12-07,United States,Separated,Female,186,76,+1 717-800-4926,United States,Healy,Alaska,99743,63.9171,-149.0111,Designer,3804.0,USD,Full-time,Frog Design,Medium (51-500),10,Satisfied,0,44,25,2016-07-12,Technical,Design,Community College,2013.0,0.0,,AB-,Yes,No,2024-08-10,22.0,Normal,11,None,Keto,8.6,None,Dust,0,0,No,2,Yes,83877.17,617,1180.26,539.39,205.34,4470.04,13644.39,40731.89,1879.01,No
1845,Martinho,Ramos,martinho.ramos86@yahoo.com,2000-04-30,Portugal,Divorced,Male,181,79,+351 956 563 316,Portugal,Cabeço Grande,Aveiro,3750-045,40.5166,-8.3904,Designer,2633.0,USD,Contract,IDEO,Medium (51-500),2,Neutral,2,43,15,2024-07-10,Technical,Design,Community College,2020.0,0.0,,B-,Yes,No,2025-01-17,24.1,Normal,6,Moderate,Omnivore,7.7,None,Dust,2,2,No,3,Not Married,31012.53,686,1150.47,362.13,243.07,3512.43,7763.93,8032.64,877.32,Yes
1846,Oswaldo,Larson,oswaldo.larson61@yahoo.com,1998-12-23,Japan,Divorced,Male,154,97,+81 79 5627 7437,Japan,Nabehira,Aichi Ken,490-1406,35.1053,136.7507,Engineer,4762.0,USD,Full-time,Siemens,Enterprise (5000+),3,Satisfied,1,74,15,2023-07-11,Master,Engineering,Oxford,2023.0,41039.21,3.38,A+,Yes,No,2025-08-30,40.9,Obese,3,Moderate,Omnivore,5.6,Diabetes,None,1,1,No,2,Not Married,62108.42,662,1629.86,756.62,450.36,4757.22,20498.1,28798.96,1925.16,No
1847,Mariame,Mendes,mariame.mendes20@gmail.com,1997-07-30,Portugal,Married,Female,173,110,+351 917 864 550,Portugal,Alcafaz,Aveiro,3750-011,40.5755,-8.3247,Farmer,1544.0,USD,Full-time,Corteva Agriscience España,Large (501-5000),5,Very Unsatisfied,1,21,16,2021-07-11,No degree,,,,0.0,,A+,Yes,No,2025-07-18,36.8,Obese,2,Moderate,Omnivore,7.2,Diabetes,None,0,0,No,2,No,19170.41,543,333.33,204.99,98.82,636.96,4678.97,11629.09,906.87,No
1848,Marhta,Wilkinson,marhta.wilkinson4@gmail.com,2003-09-16,Singapore,Separated,Female,163,93,+65 95515 4124,Singapore,Raffles Link,Raffles Link,039393,1.2924,103.8551,Farmer,1144.0,USD,Contract,Syngenta Group,Enterprise (5000+),2,Very Unsatisfied,2,117,19,2024-07-10,No degree,,,,0.0,,O-,Yes,Yes,2025-04-24,35.0,Obese,2,Moderate,Mediterranean,7.7,Asthma,None,0,0,No,2,Yes,25724.26,631,398.9,173.02,96.6,290.7,3631.56,10092.95,475.49,No
1849,Marisol,Gaitán,marisol.gaitán28@outlook.com,1993-03-21,Dominican Republic,Single,Female,154,80,+1 809 876 8500,Dominican Republic,Manganagua,Manganagua,10138,18.5,-69.8833,Engineer,4632.0,USD,Freelance,IDOM,Small (1-50),8,Satisfied,2,63,27,2018-07-12,Bachelor,Engineering,Stanford,2015.0,10308.97,3.53,B+,No,No,2025-06-26,33.7,Obese,2,None,Omnivore,6.9,None,Dust,0,0,No,1,Not Married,60808.26,537,1120.24,768.49,447.65,7979.77,16061.24,26056.72,2295.63,No
1850,Alma,Rosas,alma.rosas60@yahoo.com,1987-09-14,Colombia,Divorced,Male,193,101,+57 325 620 8165,Colombia,Medellin,Antioquia,050028,6.2518,-75.5636,Scientist,7347.0,USD,Full-time,Biogen,Large (501-5000),6,Very Satisfied,4,7,24,2020-07-11,PhD,Science,Imperial College,2016.0,41430.85,3.83,A+,Yes,Yes,2025-10-23,27.1,Overweight,7,None,Omnivore,8.0,None,None,2,2,No,3,Not Married,94126.94,675,2643.61,1115.29,491.67,3518.02,33336.4,62010.48,3096.43,Yes
1851,Francisca,Nájera,francisca.nájera62@gmail.com,1979-03-22,Colombia,Widowed,Male,189,96,+57 379 179 6158,Colombia,Alejandria,Antioquia,053827,6.3774,-75.1406,Farmer,3491.0,USD,Full-time,John Deere Ibérica,Large (501-5000),28,Satisfied,3,40,31,1998-07-17,No degree,,,,0.0,,O-,Yes,No,2026-03-14,26.9,Overweight,4,Moderate,Vegetarian,8.2,None,None,1,1,No,2,Not Married,39942.57,680,1084.12,501.32,396.54,2563.62,6280.02,11341.35,1509.02,Yes
1852,Mana,Stevenson,mana.stevenson81@yahoo.com,1980-12-04,Russia,Separated,Female,164,70,+7 954 387-59-83,Russia,Хатукай,Адыгея Республика,385321,45.1889,39.6664,Chef,4332.0,USD,Full-time,Yum! Brands,Enterprise (5000+),27,Neutral,2,111,32,1999-07-17,No degree,,,,0.0,,B+,Yes,No,2025-10-13,26.0,Overweight,4,High,Omnivore,7.5,None,Pollen,0,0,No,2,Yes,93691.51,833,1832.35,745.82,475.2,227.7,9030.21,24759.48,1278.62,Yes
1853,Ramón,Serna,ramón.serna80@yahoo.com,1966-01-29,Dominican Republic,Widowed,Female,189,95,+1 809 708 7721,Dominican Republic,La Primavera,La Primavera,10207,18.4667,-69.9,Farmer,5640.0,USD,Full-time,Finca Moncloa,Small (1-50),39,Satisfied,5,119,33,1987-07-20,No degree,,,,0.0,,A+,Yes,Yes,2025-07-24,26.6,Overweight,1,Moderate,Keto,7.5,None,None,1,1,No,2,Not Married,65929.29,728,1381.3,1005.12,425.4,5758.89,25543.1,76265.37,2828.17,No
1854,María Cristina,Pineda,maría cristina.pineda97@yahoo.com,1998-03-04,Colombia,Widowed,Female,167,102,+57 346 755 4615,Colombia,Medellin,Antioquia,050030,6.2518,-75.5636,Artist,2029.0,USD,Full-time,Aardman Animations,Medium (51-500),6,Unsatisfied,5,104,26,2020-07-11,High School,Arts,Local High School,2016.0,0.0,3.31,O+,Yes,Yes,2025-08-30,36.6,Obese,1,Moderate,Mediterranean,6.0,"Hypertension, Diabetes",None,2,2,No,3,Not Married,25911.49,687,876.58,317.99,126.33,2187.27,6238.12,5179.88,708.11,Yes
1855,Ángel,Esquibel,ángel.esquibel19@yahoo.com,1980-05-05,Costa Rica,Divorced,Female,180,96,+506 7761 4564,Costa Rica,Hacienda Vieja,Provincia de Alajuela,20903,9.9261,-84.4882,Developer,7280.0,USD,Full-time,ServiceNow,Large (501-5000),22,Satisfied,1,7,32,2004-07-15,Technical,Computer Science,Vocational School,2000.0,0.0,,AB+,Yes,Yes,2025-12-19,29.6,Overweight,8,High,Keto,7.2,None,None,0,0,No,1,Not Married,94975.09,812,2300.94,1258.62,604.27,2331.35,36912.79,68606.76,3116.17,Yes
1856,Shonta,Andrews,shonta.andrews30@gmail.com,1972-11-30,Germany,Separated,Female,150,61,+49 176 264 8306,Germany,Robert Bosch GmbH Renningen,Baden-Württemberg,70465,48.7755,8.9045,Chef,4740.0,USD,Full-time,Momofuku Restaurant Group,Large (501-5000),30,Satisfied,2,62,31,1996-07-17,No degree,,,,0.0,,AB-,Yes,No,2026-01-17,27.1,Overweight,2,Moderate,Omnivore,7.3,None,Pollen,1,1,No,3,Yes,119336.2,661,1428.8,805.53,363.43,4972.39,22886.67,60586.77,2142.24,No
1857,Sofía,Santos,sofía.santos69@outlook.com,1988-11-03,South Africa,Divorced,Female,183,111,+27 68 716 2045,South Africa,Pretoria,Pretoria,0071,-25.7069,28.2294,Designer,5304.0,USD,Part-time,Pentagram,Small (1-50),15,Very Satisfied,5,87,28,2011-07-14,Bachelor,Design,USP,2011.0,8824.65,3.02,AB-,Yes,No,2025-09-15,33.1,Obese,5,None,Omnivore,6.0,Diabetes,None,1,1,No,2,Not Married,64244.51,745,1406.05,949.47,395.11,2757.04,13365.22,21947.72,2553.38,No
1858,Juanma,Suarez,juanma.suarez46@outlook.com,1995-04-13,Algeria,Separated,Male,156,57,+213 638 45 19 92,Algeria,Sidi Cherif,Adrar,01009,29.2959,0.2655,Scientist,5746.0,USD,Full-time,Thermo Fisher Scientific Iberia,Large (501-5000),5,Satisfied,3,113,20,2021-07-11,Master,Science,MIT,2019.0,41065.12,3.36,B-,Yes,No,2025-12-27,23.4,Normal,12,High,Pescatarian,7.2,None,None,0,0,No,2,Yes,118038.33,604,1734.05,1017.92,689.28,12897.27,27386.16,69871.74,2304.75,No
1859,Genny,Sutton,genny.sutton41@outlook.com,2002-10-13,Turkey,Widowed,Female,196,53,+90 515 385 4425,Turkey,Kirmacik,Adiyaman,02800,37.5347,38.4628,Chef,1675.0,USD,Full-time,Yum! Brands,Enterprise (5000+),5,Very Unsatisfied,0,67,19,2021-07-11,No degree,,,,0.0,,B+,Yes,No,2025-11-08,13.8,Underweight,7,None,Omnivore,7.3,None,None,0,0,No,1,Not Married,18185.24,644,467.67,206.47,175.52,2561.89,9027.31,18539.45,825.34,No
1860,Makeda,Raymond,makeda.raymond41@outlook.com,2001-10-27,United Kingdom,Divorced,Female,167,120,+44 7298 730 294,United Kingdom,Whitgift,England,HM5 5UY,53.6953,-0.7671,Farmer,1648.0,USD,Freelance,Corteva Agriscience España,Large (501-5000),4,Very Unsatisfied,3,46,16,2022-07-11,High School,,Technical High School,2020.0,0.0,2.73,O-,Yes,No,2024-09-24,43.0,Obese,4,Moderate,Mediterranean,6.5,Diabetes,Food,2,2,No,3,Not Married,21562.26,729,547.95,218.74,127.3,166.79,6821.85,7170.27,754.01,No
1861,Zeferino,Matos,zeferino.matos91@gmail.com,1971-02-25,Costa Rica,Divorced,Female,191,63,+506 7401 6907,Costa Rica,San José,Provincia de Alajuela,20102,10.0075,-84.2475,Designer,6302.0,USD,Contract,BMW Group Design,Large (501-5000),28,Very Satisfied,4,33,33,1998-07-17,Bachelor,Design,UNAM,1993.0,13503.21,3.64,A-,No,No,2025-10-27,17.3,Underweight,3,Low,Vegan,7.2,None,None,0,0,No,1,Not Married,79344.72,766,1772.2,696.3,606.34,3822.29,30767.93,70564.39,3227.16,Yes
1862,Ana,Sanchez,ana.sanchez27@outlook.com,2001-01-06,Spain,Married,Female,159,112,+34 677 591 922,Spain,Los Retacos,Andalucia,04211,37.0233,-2.3745,Developer,3655.0,USD,Full-time,Basecamp,Small (1-50),3,Satisfied,2,65,18,2023-07-11,Bachelor,Computer Science,University of Tokyo,2023.0,20219.8,3.09,O+,Yes,No,2024-09-03,44.3,Obese,3,Moderate,Omnivore,7.2,Diabetes,None,1,1,No,3,Yes,94605.66,693,1258.44,473.92,433.77,5396.47,7757.89,6884.42,1488.87,No
1863,Norbert,Gilbert,norbert.gilbert96@yahoo.com,1991-07-12,Turkey,Divorced,Male,156,114,+90 515 358 6368,Turkey,Ağaçli,Adiyaman,02700,38.0231,38.8897,Architect,4160.0,USD,Full-time,Mecanoo,Medium (51-500),5,Satisfied,3,31,17,2021-07-11,Master,Architecture,MIT,2016.0,20233.99,3.08,O-,Yes,No,2025-12-25,46.8,Obese,0,High,Omnivore,6.6,Diabetes,Pollen,2,2,No,3,Not Married,50173.81,564,835.93,598.92,442.66,4425.12,20797.73,40584.39,2282.49,No
1864,Ylann,Chauvin,ylann.chauvin70@gmail.com,2005-07-07,France,Divorced,Male,179,66,+33 8 96 21 93 78,France,Paris,Île-de-France,75011,48.8534,2.3488,Scientist,5950.0,USD,Full-time,Illumina Spain,Medium (51-500),0,Satisfied,2,59,21,2026-07-10,PhD,Science,Princeton,2033.0,56961.53,3.43,B+,Yes,No,2025-06-22,20.6,Normal,5,Low,Vegetarian,8.1,None,None,0,0,Yes,3,Not Married,66086.87,566,1542.39,940.8,651.77,501.03,33166.46,74458.16,2815.03,No
1865,Ulysses,Bender,ulysses.bender73@yahoo.com,2004-09-22,Philippines,Separated,Male,177,77,+63 956 486 4884,Philippines,Sinait,Ilocos,2733,17.8664,120.4583,Scientist,5950.0,USD,Full-time,Merck Group,Enterprise (5000+),0,Satisfied,2,77,19,2026-07-10,PhD,Science,Yale,2033.0,22885.14,3.95,AB-,Yes,No,2025-01-17,24.6,Normal,8,High,Pescatarian,8.9,None,Pollen,0,0,Yes,4,Yes,121400.26,718,1752.52,861.73,603.99,4263.53,22224.27,31691.42,2731.76,No
1866,Ignacio,Canales,ignacio.canales87@yahoo.com,1984-01-31,Colombia,Single,Female,156,64,+57 348 405 5995,Colombia,Santafe De Antioquia,Antioquia,057058,6.5332,-75.9028,Doctor,7930.0,USD,Full-time,Johns Hopkins Hospital,Large (501-5000),13,Satisfied,0,44,28,2013-07-13,PhD,Medicine,Imperial College,2012.0,26205.34,3.78,AB-,Yes,No,2025-12-02,26.3,Overweight,3,Low,Omnivore,7.4,None,None,2,2,No,3,Not Married,91238.28,685,2383.92,1058.69,680.58,3341.26,34955.53,92841.64,3806.81,Yes
1867,Kelley,Santiago,kelley.santiago19@outlook.com,1967-08-15,Thailand,Single,Male,176,110,+66 89 853 561,Thailand,Lak Si,Bangkok,10210,14.1833,100.2833,Engineer,8002.0,USD,Full-time,Bechtel,Enterprise (5000+),33,Very Satisfied,2,33,32,1993-07-18,Bachelor,Engineering,University of Tokyo,1990.0,8326.16,3.93,O+,Yes,No,2025-12-08,35.5,Obese,0,Low,Omnivore,7.9,Arthritis,Medication,1,1,No,2,Not Married,99239.89,794,2338.79,1048.02,901.17,1894.18,24856.33,14494.38,3714.02,Yes
1868,Jin,Coleman,jin.coleman97@outlook.com,1971-06-07,South Korea,Divorced,Female,179,108,+82 19 6743 8337,South Korea,애월읍,제주특별자치도,63065,33.4326,126.4262,Designer,7986.0,USD,Full-time,Philips Design,Large (501-5000),33,Neutral,1,91,32,1993-07-18,Bachelor,Design,UNAM,1993.0,16775.21,2.48,B+,Yes,Yes,2026-05-30,33.7,Obese,3,High,Omnivore,6.4,Hypertension,Pollen,1,1,No,2,Not Married,87643.69,664,2231.05,1082.05,500.88,13287.72,16802.0,17836.64,4172.02,Yes
1869,Rosette,Ford,rosette.ford26@gmail.com,1993-10-07,Netherlands,Married,Female,163,54,+31 6 296 3067,Netherlands,Emmen,Drenthe,4913 PO,52.7642,6.8864,Chef,3208.0,USD,Full-time,Momofuku Restaurant Group,Large (501-5000),12,Very Satisfied,5,38,23,2014-07-13,High School,Culinary Arts,Technical High School,2012.0,0.0,3.98,AB+,Yes,Yes,2025-02-24,20.3,Normal,5,Moderate,Omnivore,7.2,None,None,2,2,No,4,No,36328.64,710,1070.71,573.13,277.22,1950.75,12172.23,20404.2,1286.94,No
1870,Ressie,Park,ressie.park8@yahoo.com,2001-06-07,Japan,Widowed,Female,176,63,+81 88 4509 7326,Japan,Sameganji,Aichi Ken,490-1415,35.1076,136.7663,Chef,2052.0,USD,Full-time,Yum! Brands,Enterprise (5000+),6,Unsatisfied,4,94,23,2020-07-11,No degree,,,,0.0,,B+,No,No,2025-10-16,20.3,Normal,11,Low,Mediterranean,7.8,None,None,2,2,No,3,Not Married,24181.05,685,419.52,219.23,117.42,2508.78,8194.19,17579.68,1295.83,No
1871,Gilberto,Berríos,gilberto.berríos22@outlook.com,1984-10-16,Costa Rica,Widowed,Female,150,116,+506 6819 4219,Costa Rica,Concepción,Provincia de Alajuela,20505,9.9538,-84.3714,Developer,6110.0,USD,Full-time,Slack Technologies,Medium (51-500),17,Very Satisfied,4,76,34,2009-07-14,Master,Computer Science,MIT,2009.0,10793.42,3.34,A-,Yes,Yes,2025-12-31,51.6,Obese,4,Low,Omnivore,7.2,Hypertension,None,3,3,No,4,Not Married,76377.88,692,1704.43,1076.12,681.29,4413.05,13126.8,15037.44,2648.16,Yes
1872,Porsche,Rice,porsche.rice78@gmail.com,1993-11-01,New Zealand,Divorced,Female,175,79,+64 26 507 327,New Zealand,New Lynn,Auckland,0640,-36.9069,174.687,Engineer,5988.0,USD,Contract,Arup,Large (501-5000),8,Satisfied,1,12,28,2018-07-12,Master,Engineering,Oxford,2018.0,34400.36,3.56,AB-,Yes,No,2025-03-19,25.8,Overweight,6,High,Keto,7.3,None,None,2,2,No,3,Not Married,74882.61,602,2633.4,909.29,504.75,11375.54,13507.79,34278.49,1940.55,Yes
1873,Rob,Wolf,rob.wolf84@gmail.com,1969-11-20,Sri Lanka,Married,Male,178,50,+94 79 737 259,Sri Lanka,Batagolladeniya,Central Province,20154,7.4173,80.5617,Designer,6389.0,USD,Full-time,Frog Design,Medium (51-500),32,Very Satisfied,4,83,32,1994-07-18,Technical,Design,Technical Institute,1990.0,0.0,,O-,Yes,No,2025-08-17,15.8,Underweight,6,Moderate,Mediterranean,8.0,None,None,1,1,No,3,Yes,145682.61,776,2628.56,747.96,340.02,3464.93,13784.85,15042.42,2672.46,Yes
1874,Sílvio,Gabriel,sílvio.gabriel89@outlook.com,1975-01-10,Brazil,Single,Male,181,78,+55 94 95110-1947,Brazil,Ouro Branco,Alagoas ,57525-000,-9.129,-37.3737,Farmer,4894.0,USD,Full-time,Syngenta Group,Enterprise (5000+),33,Very Satisfied,4,87,34,1993-07-18,No degree,,,,0.0,,AB-,Yes,No,2026-03-16,23.8,Normal,10,Low,Pescatarian,7.2,None,None,1,1,No,2,Not Married,59256.15,720,1388.1,732.55,280.99,1412.64,27001.78,27349.17,2492.36,Yes
1875,Rocío,Berríos,rocío.berríos41@outlook.com,1984-12-04,Uruguay,Single,Female,152,105,+598 9965 1086,Uruguay,Colonia Jose Artigas,Artigas,55000,-30.5878,-56.7362,Engineer,5652.0,USD,Full-time,Stantec,Large (501-5000),16,Satisfied,4,117,35,2010-07-14,Bachelor,Engineering,Stanford,2007.0,14056.4,3.88,A+,Yes,No,2025-10-06,45.4,Obese,1,High,Mediterranean,6.0,Diabetes,None,0,0,No,1,Not Married,62656.84,673,2256.07,885.31,560.95,4482.48,15554.9,25351.35,1949.67,Yes
1876,Hobert,Hurst,hobert.hurst24@gmail.com,1969-02-13,Russia,Married,Male,157,85,+7 930 584-69-95,Russia,Яблоновский 1,Адыгея Республика,385141,44.9856,38.9431,Farmer,5125.0,USD,Full-time,Finca Moncloa,Small (1-50),38,Very Satisfied,3,18,35,1988-07-19,No degree,,,,0.0,,O+,Yes,Yes,2026-05-22,34.5,Obese,3,Moderate,Omnivore,6.5,None,Pollen,4,4,No,6,No,59131.11,769,2163.4,639.89,590.59,2925.76,17180.51,26774.68,1731.12,Yes
1877,Angela,Bacino,angela.bacino26@gmail.com,1976-09-23,Italy,Divorced,Female,173,105,+39 327 472 6307,Italy,Barrea,Abruzzi,67030,41.7554,13.9909,Developer,7818.0,USD,Full-time,Slack Technologies,Medium (51-500),24,Satisfied,0,74,32,2002-07-16,Bachelor,Computer Science,Harvard,1999.0,22087.19,2.66,A-,No,No,2026-05-11,35.1,Obese,0,Low,Omnivore,6.8,None,Dust,0,0,No,1,Not Married,90858.7,661,2392.45,811.27,522.09,11000.78,19894.43,57687.96,4092.19,Yes
1878,Alejandro,Esparza,alejandro.esparza22@yahoo.com,1972-12-20,Mexico,Widowed,Female,187,100,+52 714 9588 1097,Mexico,Buenos Aires,Aguascalientes,20020,21.7,-102.3833,Designer,6581.0,USD,Full-time,IKEA Design,Large (501-5000),32,Very Satisfied,2,34,35,1994-07-18,Technical,Design,Technical Institute,1993.0,0.0,,AB-,Yes,No,2025-10-18,28.6,Overweight,4,None,Keto,7.5,None,Pollen,4,4,No,5,Not Married,80603.83,731,2756.54,1180.7,512.86,6565.43,17228.54,10088.29,2130.91,Yes
